Gebietsart;Gebietsnummer;Wahlberechtigte ohne Wahlschein;Wahlberechtigte mit Wahlschein;Wahlberechtigte nicht im Wählerverzeichnis;Wähler ohne Wahlschein;Wähler mit Wahlschein;Briefwähler in Urnenwahlgebiet erfasst;Stimmabgabeart;Zeilenart;Gruppe-Schluessel;201 (Färber);202 (Scherzl);203 (Maurer);204 (Kiran);205 (Mágori);206 (Lechner);207 (Streu-Schütze);208 (Dusi-Färber);209 (Ried);210 (Kampouridis);211 (Einhellig);212 (Meier);213 (Feuchter);214 (Ebbinghaus-Guschke);215 (Reiser);216 (Dieminger);217 (Götz-Einhellig);218 (Sandmann);219 (Röhrich);220 (Klinger);221 (Reischenbeck);222 (Meier);223 (Blecher);224 (Kaiser-Röhrich);225 (Steinbacher);226 (Rothmoser);227 (Reith);228 (Martl);229 (Daimer);230 (Reith);231 (Richter);232 (Reitsberger)
BRIEFWAHLBEZIRK;091751320049;;;;0;396;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;134;96;82;156;81;85;84;135;63;135;51;98;44;45;68;42;42;41;24;30;23;32;26;22;25;22;29;19;22;30;21;88
BRIEFWAHLBEZIRK;091751320050;;;;0;468;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;189;88;94;222;82;100;86;195;81;192;59;108;53;55;57;53;47;50;35;28;33;44;40;36;38;27;50;30;28;55;31;134
BRIEFWAHLBEZIRK;091751330011;;;;0;310;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;104;118;108;73;88;88;77;93;71;106;49;63;50;65;53;48;46;57;48;21;18;21;18;33;18;19;28;24;18;19;31;39
BRIEFWAHLBEZIRK;091751330012;;;;0;318;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;73;101;70;57;59;53;61;57;44;55;33;35;26;42;32;37;25;33;66;12;13;16;12;32;12;13;17;21;13;16;21;34
BRIEFWAHLBEZIRK;091751330013;;;;0;304;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;85;128;102;68;87;80;56;67;49;88;36;47;33;42;57;38;29;34;63;21;24;11;12;44;12;14;13;18;11;16;33;31
BRIEFWAHLBEZIRK;091751330014;;;;0;317;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;104;160;139;89;102;117;89;85;89;100;49;57;48;52;62;51;47;51;61;23;26;23;25;32;26;25;28;28;22;22;31;64
BRIEFWAHLBEZIRK;091751330015;;;;0;318;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;90;127;99;77;76;94;71;72;70;83;47;62;50;53;51;50;42;47;53;27;26;27;21;33;24;24;25;30;24;24;26;33
BRIEFWAHLBEZIRK;091751330016;;;;0;301;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;98;161;129;91;109;116;83;88;74;101;47;56;50;68;55;65;43;59;61;21;26;29;24;41;20;20;24;28;19;20;30;34
BRIEFWAHLBEZIRK;091751370011;;;;0;404;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;118;102;198;82;78;221;164;96;103;113;78;62;61;54;76;50;60;52;29;54;36;23;26;26;23;37;29;23;29;24;26;39
BRIEFWAHLBEZIRK;091751370012;;;;0;401;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;70;65;200;62;58;214;136;65;121;78;79;44;49;35;57;34;44;36;17;30;20;18;18;27;18;27;22;15;15;15;15;40
BRIEFWAHLBEZIRK;091751370013;;;;0;403;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;92;83;194;67;69;207;146;75;115;71;85;58;63;49;70;41;41;44;18;48;27;21;18;17;18;45;23;17;17;19;17;55
BRIEFWAHLBEZIRK;091751370014;;;;0;402;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;104;107;246;84;79;277;169;86;137;101;100;76;64;54;84;49;60;44;31;53;35;22;21;23;20;38;32;20;21;22;26;51
BRIEFWAHLBEZIRK;091751390021;;;;0;385;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;91;66;81;94;69;94;73;98;72;116;45;51;47;49;59;48;40;40;24;27;20;24;22;26;23;20;35;20;20;27;20;39
BRIEFWAHLBEZIRK;091751390022;;;;0;375;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;74;63;70;70;52;66;71;97;56;103;39;65;47;42;49;39;33;35;17;22;17;17;16;18;19;15;24;17;17;19;17;38
BRIEFWAHLBEZIRK;091751390023;;;;0;382;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;47;28;43;47;27;34;22;47;19;49;31;32;16;20;19;16;12;13;11;18;6;12;9;10;6;11;13;9;6;7;5;50
BRIEFWAHLBEZIRK;091751390024;;;;0;374;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;72;66;78;65;53;80;59;70;57;75;36;56;37;41;39;35;38;38;21;18;17;21;17;27;17;21;21;17;17;22;18;41
BRIEFWAHLBEZIRK;091751390025;;;;0;369;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;82;71;82;72;63;88;71;69;66;73;46;49;48;40;46;41;41;38;19;24;22;23;19;19;18;21;19;21;18;19;18;31
BRIEFWAHLBEZIRK;091751390026;;;;0;379;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;79;57;85;69;50;65;58;59;47;71;31;39;28;29;31;35;31;30;18;14;16;13;16;12;12;15;12;15;13;12;17;33
BRIEFWAHLBEZIRK;091751390027;;;;0;379;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;59;43;59;61;47;73;59;61;47;76;30;35;28;31;41;27;25;23;20;15;13;11;10;11;11;10;10;13;10;17;12;42
BRIEFWAHLBEZIRK;091751390028;;;;0;419;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;62;52;73;63;51;78;54;86;54;66;37;42;39;28;46;29;33;28;14;25;15;14;14;20;15;26;15;14;17;20;14;61
BRIEFWAHLBEZIRK;091751120011;;;;0;453;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;77;60;148;53;62;299;407;73;80;58;124;47;64;28;45;28;45;34;16;71;18;14;14;18;13;62;20;13;13;16;13;44
BRIEFWAHLBEZIRK;091751120012;;;;0;457;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;87;83;116;95;72;237;328;105;99;108;97;47;59;57;55;45;47;48;29;56;20;26;23;26;18;57;34;21;16;26;22;35
BRIEFWAHLBEZIRK;091751120013;;;;0;429;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;70;72;124;73;64;218;357;82;85;64;98;51;64;41;50;36;46;34;15;85;21;16;15;22;16;64;21;15;15;21;15;30
BRIEFWAHLBEZIRK;091751120014;;;;0;351;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;101;82;118;86;91;235;318;87;98;104;106;58;65;48;61;44;63;45;21;80;23;27;21;21;20;65;22;19;19;17;21;45
BRIEFWAHLBEZIRK;091751190041;;;;0;254;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;72;63;188;67;63;319;361;71;99;92;70;60;69;38;62;31;56;34;16;65;19;19;16;19;18;54;25;21;15;14;14;57
BRIEFWAHLBEZIRK;091751190042;;;;0;245;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;61;60;111;49;37;235;294;68;48;66;89;46;36;20;58;18;38;31;12;35;19;8;12;10;13;43;13;11;8;7;7;42
BRIEFWAHLBEZIRK;091751360031;;;;0;288;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;117;121;195;113;103;390;542;130;156;139;120;89;92;60;87;52;68;53;28;76;36;28;27;32;23;55;24;22;25;21;24;35
BRIEFWAHLBEZIRK;091751360032;;;;0;284;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;138;105;171;105;95;283;438;127;110;118;94;82;76;64;82;56;62;50;30;67;38;30;24;30;23;51;25;22;22;28;25;43
BRIEFWAHLBEZIRK;091751130111;;;;0;278;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;29;27;111;25;19;122;74;36;27;45;33;38;35;12;42;10;25;14;7;23;15;17;5;13;7;16;16;5;9;12;13;16
BRIEFWAHLBEZIRK;091751130112;;;;0;286;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;53;41;139;37;34;130;111;44;56;39;44;38;22;20;34;15;20;15;13;23;13;13;11;15;10;21;17;9;9;12;8;30
BRIEFWAHLBEZIRK;091751140211;;;;0;274;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;69;85;193;56;45;207;153;52;90;64;73;43;45;30;43;28;37;28;16;72;15;15;12;12;15;32;22;12;12;11;17;50
BRIEFWAHLBEZIRK;091751140212;;;;0;266;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;85;68;148;71;65;185;159;86;82;86;102;45;58;45;47;40;52;40;25;80;24;16;15;18;15;54;19;18;18;20;21;53
BRIEFWAHLBEZIRK;091751160311;;;;0;359;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;94;81;97;75;72;109;93;75;83;81;54;51;48;45;51;43;43;42;24;33;21;24;21;24;22;34;30;21;21;26;20;39
BRIEFWAHLBEZIRK;091751160312;;;;0;363;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;66;48;72;58;43;87;44;56;49;49;34;42;30;35;27;25;23;20;11;18;11;13;11;12;10;10;17;13;12;10;13;13
BRIEFWAHLBEZIRK;091751210411;;;;0;480;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;72;70;133;56;54;126;87;54;67;55;65;48;30;25;32;27;34;24;12;33;11;12;11;11;11;38;14;11;11;14;14;30
BRIEFWAHLBEZIRK;091751210412;;;;0;446;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;91;78;142;73;66;143;91;86;70;82;68;54;42;39;46;43;45;37;18;34;18;19;21;18;17;26;23;17;17;18;18;33
BRIEFWAHLBEZIRK;091751210413;;;;0;415;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;85;72;111;93;67;157;132;73;70;94;82;63;62;43;52;42;54;38;19;42;24;19;18;16;21;44;28;17;18;23;18;43
BRIEFWAHLBEZIRK;091751210414;;;;0;415;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;89;75;92;70;57;128;86;73;68;82;63;42;50;41;43;32;42;37;16;32;18;16;15;14;14;30;15;13;13;15;14;23
BRIEFWAHLBEZIRK;091751280511;;;;0;218;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;21;20;39;18;12;51;32;21;18;34;36;22;19;11;12;11;8;9;5;14;4;4;8;5;4;17;8;5;5;7;10;26
BRIEFWAHLBEZIRK;091751280512;;;;0;233;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;21;27;80;30;24;97;64;27;36;28;34;16;14;13;15;11;19;10;9;18;6;5;5;5;5;32;11;5;5;5;5;20
BRIEFWAHLBEZIRK;091751310611;;;;0;361;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;94;75;98;77;76;112;94;101;73;96;57;54;55;42;60;44;55;44;28;31;27;23;20;24;19;23;21;18;18;21;19;37
BRIEFWAHLBEZIRK;091751310612;;;;0;346;0;BRIEF;ERFASSUNGSEINHEIT;FREIE WÄHLER;76;58;74;52;49;89;64;53;50;64;35;36;42;30;43;32;38;29;15;22;18;19;15;15;15;17;19;15;15;18;15;30
KREIS;09175000;;;;0;44372;0;BRIEF;SUMME;FREIE WÄHLER;10023;10395;13462;9752;8135;13778;11721;9840;8548;10993;8422;6552;5337;5268;6566;4850;5210;5089;3843;4948;3371;2479;2213;2889;2273;3997;2796;2464;2420;2456;2501;5446
KREIS;09175000;62795;46636;0;28803;44633;0;GESAMT;SUMME;FREIE WÄHLER;15848;16000;19547;15361;13154;19941;17409;15129;13515;16546;12082;9892;8489;8412;9899;7919;8248;8116;5560;6816;4914;3972;3638;4483;3727;5651;4284;3895;3802;3882;3908;7340
